index,type,position,t_enter_SA1,t_enter_PW,t_enter_SA3,t_exit_system,t_SA1_basic,t_SA1_add,t_PW_basic,t_SA2_add,t_SA3_basic,t_SA3_add,total_time
20,PA2,PASSED,3.4,6.4,9.6,15.7,2.9130434782608696,0.0,3.111708862692683,0.0,6.024689063525058,0.0,12.04944140447861
21,PA2,PASSED,3.7,6.7,9.9,16.0,2.9130434782608696,0.0,3.111708862692683,0.0,6.035235995575259,0.0,12.05998833652881
22,PA1,PASSED,3.9,7.3,22.8,29.3,3.329192546583851,0.0,15.499999999999998,0.0,6.434387945936557,0.0,25.263580492520404
23,PA2,PASSED,3.9,6.9,10.1,16.2,2.9130434782608696,0.0,3.111708862692683,0.0,6.048691823155149,0.0,12.073444164108702
24,PA2,PASSED,4.2,7.2,10.4,16.5,2.9130434782608696,0.0,3.111708862692683,0.0,6.0650451834832815,0.0,12.089797524436834
25,PA1,PASSED,4.4,7.8,23.3,29.9,3.329192546583851,0.0,15.499999999999998,0.0,6.505487627210989,0.0,25.334680173794837
26,PA2,PASSED,4.4,7.4,10.6,16.7,2.9130434782608696,0.0,3.111708862692683,0.0,6.084300859680093,0.0,12.109053200633646
27,PA2,PASSED,4.7,7.7,10.9,17.1,2.9130434782608696,0.0,3.111708862692683,0.0,6.106479171997104,0.0,12.131231512950656
28,PA1,PASSED,4.9,8.3,23.8,30.4,3.329192546583851,0.0,15.499999999999998,0.0,6.581571199039004,0.0,25.41076374562285
29,PA2,PASSED,4.9,7.9,11.1,17.3,2.9130434782608696,0.0,3.111708862692683,0.0,6.131615580312284,0.0,12.156367921265836
30,PA2,PASSED,5.2,8.2,11.4,17.6,2.9130434782608696,0.0,3.111708862692683,0.0,6.159760478062799,0.0,12.184512819016351
31,PA1,PASSED,5.4,8.8,24.3,31.0,3.329192546583851,0.0,15.499999999999998,0.0,6.662963073923846,0.0,25.492155620507695
32,PA2,PASSED,5.4,8.4,11.7,17.9,2.9130434782608696,0.0,3.2186887218672475,0.0,6.190979162784613,0.0,12.322711362912731
33,PA2,PASSED,5.7,8.7,12.0,18.3,2.9130434782608696,0.0,3.2186887218672475,0.0,6.225351972611769,0.0,12.357084172739885
34,PA1,PASSED,5.9,9.3,24.8,31.6,3.329192546583851,0.0,15.499999999999998,0.0,6.750018731666712,0.0,25.57921127825056
35,PA2,PASSED,5.9,8.9,12.2,18.5,2.9130434782608696,0.0,3.2186887218672475,0.0,6.262974581639389,0.0,12.394706781767507
36,PA2,PASSED,6.2,9.2,12.5,18.8,2.9130434782608696,0.0,3.2186887218672475,0.0,6.225351972611769,0.0,12.357084172739885
37,PA1,PASSED,6.4,9.8,25.3,32.2,3.329192546583851,0.0,15.499999999999998,0.0,6.843127353725935,0.0,25.67231990030978
38,PA2,PASSED,6.4,9.4,12.8,19.1,2.9130434782608696,0.0,3.344782817194601,0.0,6.225351972611769,0.0,12.483178268067238
39,PA2,PASSED,6.7,9.7,13.0,19.3,2.9130434782608696,0.0,3.2186887218672475,0.0,6.225351972611769,0.0,12.357084172739885
40,PA1,PASSED,6.9,10.3,25.8,32.7,3.329192546583851,0.0,15.499999999999998,0.0,6.843127353725935,0.0,25.67231990030978
41,PA2,PASSED,6.9,9.9,13.3,19.6,2.9130434782608696,0.0,3.344782817194601,0.0,6.225351972611769,0.0,12.483178268067238
42,PA2,PASSED,7.2,10.2,13.5,19.8,2.9130434782608696,0.0,3.2186887218672475,0.0,6.225351972611769,0.0,12.357084172739885
43,PA1,PASSED,7.4,10.8,26.3,33.2,3.329192546583851,0.0,15.499999999999998,0.0,6.843127353725935,0.0,25.67231990030978
44,PA2,PASSED,7.4,10.4,13.8,20.1,2.9130434782608696,0.0,3.344782817194601,0.0,6.225351972611769,0.0,12.483178268067238
45,PA2,PASSED,7.7,10.7,14.0,20.3,2.9130434782608696,0.0,3.2186887218672475,0.0,6.225351972611769,0.0,12.357084172739885
46,PA1,PASSED,7.9,19.4,34.9,41.3,3.329192546583851,8.099999999999987,15.499999999999998,0.0,6.30598363874442,0.0,33.23517618532826
47,PA2,PASSED,7.9,10.9,14.3,20.6,2.9130434782608696,0.0,3.344782817194601,0.0,6.225351972611769,0.0,12.483178268067238
48,PA2,PASSED,8.2,11.2,14.5,20.8,2.9130434782608696,0.0,3.2186887218672475,0.0,6.262974581639389,0.0,12.394706781767507
49,PA1,PASSED,8.4,19.9,35.4,41.8,3.329192546583851,8.099999999999987,15.499999999999998,0.0,6.30598363874442,0.0,33.23517618532826
50,PA2,PASSED,8.4,11.4,14.8,21.1,2.9130434782608696,0.0,3.344782817194601,0.0,6.262974581639389,0.0,12.52080087709486
51,PA2,PASSED,8.7,11.7,15.1,21.4,2.9130434782608696,0.0,3.344782817194601,0.0,6.262974581639389,0.0,12.52080087709486
