index,type,position,t_enter_SA1,t_enter_PW,t_enter_SA3,t_exit_system,t_SA1_basic,t_SA1_add,t_PW_basic,t_SA2_add,t_SA3_basic,t_SA3_add,total_time
42,PA1,PASSED,7.1,35.7,51.2,57.0,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.753183035875205,0.0,49.78237558245914
43,PA1,PASSED,7.3,35.9,51.4,57.2,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.757331632152754,0.0,49.78652417873669
44,PA1,PASSED,7.5,36.1,51.6,57.4,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.764156039770629,0.0,49.79334858635457
45,PA1,PASSED,7.7,36.3,51.8,57.6,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.77361459062646,0.0,49.802807137210394
46,PA1,PASSED,7.9,36.5,52.0,57.9,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.80034764612137,0.0,49.82954019270531
47,PA2,PASSED,8.0,11.0,13.9,20.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
48,PA1,PASSED,8.1,36.7,52.2,58.1,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.80034764612137,0.0,49.82954019270531
49,PA1,PASSED,8.3,36.9,52.4,58.3,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.817616250081656,0.0,49.84680879666559
50,PA1,PASSED,8.5,37.1,52.6,58.5,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.837505891348753,0.0,49.86669843793269
51,PA1,PASSED,8.7,37.3,52.8,58.7,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.860048370550327,0.0,49.88924091713426
52,PA1,PASSED,8.9,37.5,53.0,59.0,3.329192546583851,25.200000000000088,15.499999999999998,0.0,5.913285981367036,0.0,49.94247852795097
53,PA2,PASSED,9.0,12.0,14.9,21.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
54,PA1,PASSED,9.1,50.3,65.8,71.6,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.767080745341614,0.0,62.39627329192573
55,PA1,PASSED,9.3,50.5,66.0,71.8,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.76483001635887,0.0,62.394022562942986
56,PA1,PASSED,9.5,50.7,66.2,72.0,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.76483001635887,0.0,62.394022562942986
57,PA1,PASSED,9.7,50.9,66.4,72.2,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.757481672706928,0.0,62.38667421929104
58,PA1,PASSED,9.9,51.1,66.6,72.4,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.753169167447091,0.0,62.382361714031205
59,PA2,PASSED,10.0,13.0,15.9,22.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
60,PA1,PASSED,10.1,51.3,66.8,72.6,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.751769440391113,0.0,62.38096198697523
61,PA1,PASSED,10.3,51.5,67.0,72.8,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.753183035875205,0.0,62.38237558245932
62,PA1,PASSED,10.5,51.7,67.2,73.0,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.753183035875205,0.0,62.38237558245932
63,PA1,PASSED,10.7,51.9,67.4,73.2,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.757331632152754,0.0,62.38652417873687
64,PA1,PASSED,10.9,52.1,67.6,73.4,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.764156039770629,0.0,62.39334858635475
65,PA2,PASSED,11.0,14.0,16.9,23.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
66,PA1,PASSED,11.1,52.3,67.8,73.6,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.77361459062646,0.0,62.40280713721057
67,PA1,PASSED,11.3,52.5,68.0,73.8,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.785681856146509,0.0,62.414874402730625
68,PA1,PASSED,11.5,52.7,68.2,74.0,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.785681856146509,0.0,62.414874402730625
69,PA1,PASSED,11.7,52.9,68.4,74.3,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.80034764612137,0.0,62.42954019270549
70,PA1,PASSED,11.9,53.1,68.6,74.5,3.329192546583851,37.80000000000027,15.499999999999998,0.0,5.817616250081656,0.0,62.44680879666577
71,PA2,PASSED,12.0,15.0,17.9,24.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
72,PA1,PASSED,12.1,65.9,81.4,87.2,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.767080745341614,0.0,74.99627329192592
73,PA1,PASSED,12.3,66.1,81.6,87.4,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.767080745341614,0.0,74.99627329192592
74,PA1,PASSED,12.5,66.3,81.8,87.6,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.767080745341614,0.0,74.99627329192592
75,PA1,PASSED,12.7,66.5,82.0,87.8,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.767080745341614,0.0,74.99627329192592
76,PA1,PASSED,12.9,66.7,82.2,88.0,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.767080745341614,0.0,74.99627329192592
77,PA2,PASSED,13.0,16.0,18.9,25.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
78,PA1,PASSED,13.1,66.9,82.4,88.2,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.767080745341614,0.0,74.99627329192592
79,PA1,PASSED,13.3,67.1,82.6,88.4,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.767080745341614,0.0,74.99627329192592
80,PA1,PASSED,13.5,67.3,82.8,88.6,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.76483001635887,0.0,74.99402256294317
81,PA1,PASSED,13.7,67.5,83.0,88.8,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.757481672706928,0.0,74.98667421929122
82,PA1,PASSED,13.9,67.7,83.2,89.0,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.753169167447091,0.0,74.98236171403138
83,PA2,PASSED,14.0,17.0,19.9,26.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.01245341260605,0.0,11.751583847388659
84,PA1,PASSED,14.1,67.9,83.4,89.2,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.751769440391113,0.0,74.98096198697542
85,PA1,PASSED,14.3,68.1,83.6,89.4,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.753183035875205,0.0,74.9823755824595
86,PA1,PASSED,14.5,68.3,83.8,89.6,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.757331632152754,0.0,74.98652417873706
87,PA1,PASSED,14.7,68.5,84.0,89.8,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.764156039770629,0.0,74.99334858635493
88,PA1,PASSED,14.9,68.7,84.2,90.0,3.329192546583851,50.400000000000446,15.499999999999998,0.0,5.77361459062646,0.0,75.00280713721075
89,PA2,PASSED,15.0,18.0,20.9,27.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.0650451834832815,0.0,11.80417561826589
90,PA1,PASSED,15.1,81.5,97.0,102.8,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.767080745341614,0.0,87.59627329192608
91,PA1,PASSED,15.3,81.7,97.2,103.0,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.767080745341614,0.0,87.59627329192608
92,PA1,PASSED,15.5,81.9,97.4,103.2,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.767080745341614,0.0,87.59627329192608
93,PA1,PASSED,15.7,82.1,97.6,103.4,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.767080745341614,0.0,87.59627329192608
94,PA1,PASSED,15.9,82.3,97.8,103.6,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.767080745341614,0.0,87.59627329192608
95,PA2,PASSED,16.0,19.0,21.9,28.1,2.9130434782608696,0.0,2.826086956521739,0.0,6.190979162784613,0.0,11.93010959756722
96,PA1,PASSED,16.1,82.5,98.0,103.8,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.767080745341614,0.0,87.59627329192608
97,PA1,PASSED,16.3,82.7,98.2,104.0,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.767080745341614,0.0,87.59627329192608
98,PA1,PASSED,16.5,82.9,98.4,104.2,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.76483001635887,0.0,87.59402256294334
99,PA1,PASSED,16.7,83.1,98.6,104.4,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.757481672706928,0.0,87.5866742192914
100,PA1,PASSED,16.9,83.3,98.8,104.6,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.753169167447091,0.0,87.58236171403156
101,PA2,PASSED,17.0,20.0,22.9,29.1,2.9130434782608696,0.0,2.826086956521739,0.0,6.190979162784613,0.0,11.93010959756722
102,PA1,PASSED,17.1,83.5,99.0,104.8,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.751769440391113,0.0,87.58096198697558
103,PA1,PASSED,17.3,83.7,99.2,105.0,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.753183035875205,0.0,87.58237558245968
104,PA1,PASSED,17.5,83.9,99.4,105.2,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.757331632152754,0.0,87.58652417873722
105,PA1,PASSED,17.7,84.1,99.6,105.4,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.764156039770629,0.0,87.5933485863551
106,PA1,PASSED,17.9,84.3,99.8,105.6,3.329192546583851,63.000000000000625,15.499999999999998,0.0,5.77361459062646,0.0,87.60280713721093
107,PA2,PASSED,18.0,21.0,23.9,30.1,2.9130434782608696,0.0,2.826086956521739,0.0,6.190979162784613,0.0,11.93010959756722
108,PA1,PASSED,18.1,97.1,112.6,118.4,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.767080745341614,0.0,100.19627329192545
109,PA1,PASSED,18.3,97.3,112.8,118.6,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.767080745341614,0.0,100.19627329192545
110,PA1,PASSED,18.5,97.5,113.0,118.8,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.767080745341614,0.0,100.19627329192545
111,PA1,PASSED,18.7,97.7,113.2,119.0,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.767080745341614,0.0,100.19627329192545
112,PA1,PASSED,18.9,97.9,113.4,119.2,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.767080745341614,0.0,100.19627329192545
113,PA2,PASSED,19.0,22.0,24.9,31.1,2.9130434782608696,0.0,2.826086956521739,0.0,6.159760478062799,0.0,11.898890912845406
114,PA1,PASSED,19.1,98.1,113.6,119.4,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.767080745341614,0.0,100.19627329192545
115,PA1,PASSED,19.3,98.3,113.8,119.6,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.767080745341614,0.0,100.19627329192545
116,PA1,PASSED,19.5,98.5,114.0,119.8,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.76483001635887,0.0,100.1940225629427
117,PA1,PASSED,19.7,98.7,114.2,120.0,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.757481672706928,0.0,100.18667421929075
118,PA1,PASSED,19.9,98.9,114.4,120.2,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.753169167447091,0.0,100.18236171403092
119,PA2,PASSED,20.0,23.0,25.9,32.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.048691823155149,0.0,11.787822257937759
120,PA1,PASSED,20.1,99.1,114.6,120.4,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.751769440391113,0.0,100.18096198697495
121,PA1,PASSED,20.3,99.3,114.8,120.6,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.753183035875205,0.0,100.18237558245903
122,PA1,PASSED,20.5,99.5,115.0,120.8,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.757331632152754,0.0,100.18652417873659
123,PA1,PASSED,20.7,99.7,115.2,121.0,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.764156039770629,0.0,100.19334858635446
124,PA1,PASSED,20.9,99.9,115.4,121.2,3.329192546583851,75.59999999999998,15.499999999999998,0.0,5.77361459062646,0.0,100.20280713721029
125,PA2,PASSED,21.0,24.0,26.9,33.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.01245341260605,0.0,11.751583847388659
126,PA1,PASSED,21.1,112.7,128.2,134.0,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.767080745341614,0.0,112.79627329192473
127,PA1,PASSED,21.3,112.9,128.4,134.2,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.767080745341614,0.0,112.79627329192473
128,PA1,PASSED,21.5,113.1,128.6,134.4,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.767080745341614,0.0,112.79627329192473
129,PA1,PASSED,21.7,113.3,128.8,134.6,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.767080745341614,0.0,112.79627329192473
130,PA1,PASSED,21.9,113.5,129.0,134.8,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.767080745341614,0.0,112.79627329192473
131,PA2,PASSED,22.0,25.0,27.9,34.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
132,PA1,PASSED,22.1,113.7,129.2,135.0,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.767080745341614,0.0,112.79627329192473
133,PA1,PASSED,22.3,113.9,129.4,135.2,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.767080745341614,0.0,112.79627329192473
134,PA1,PASSED,22.5,114.1,129.6,135.4,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.76483001635887,0.0,112.79402256294199
135,PA1,PASSED,22.7,114.3,129.8,135.6,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.757481672706928,0.0,112.78667421929003
136,PA1,PASSED,22.9,114.5,130.0,135.8,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.753169167447091,0.0,112.7823617140302
137,PA2,PASSED,23.0,26.0,28.9,35.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
138,PA1,PASSED,23.1,114.7,130.2,136.0,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.751769440391113,0.0,112.78096198697423
139,PA1,PASSED,23.3,114.9,130.4,136.2,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.753183035875205,0.0,112.78237558245831
140,PA1,PASSED,23.5,115.1,130.6,136.4,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.757331632152754,0.0,112.78652417873587
141,PA1,PASSED,23.7,115.3,130.8,136.6,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.764156039770629,0.0,112.79334858635374
142,PA1,PASSED,23.9,115.5,131.0,136.8,3.329192546583851,88.19999999999926,15.499999999999998,0.0,5.77361459062646,0.0,112.80280713720957
143,PA2,PASSED,24.0,27.0,29.9,36.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
144,PA1,PASSED,24.1,128.3,143.8,149.6,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.767080745341614,0.0,125.39627329192402
145,PA1,PASSED,24.3,128.5,144.0,149.8,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.767080745341614,0.0,125.39627329192402
146,PA1,PASSED,24.5,128.7,144.2,150.0,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.767080745341614,0.0,125.39627329192402
147,PA1,PASSED,24.7,128.9,144.4,150.2,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.767080745341614,0.0,125.39627329192402
148,PA1,PASSED,24.9,129.1,144.6,150.4,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.767080745341614,0.0,125.39627329192402
149,PA2,PASSED,25.0,28.0,30.9,37.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
150,PA1,PASSED,25.1,129.3,144.8,150.6,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.767080745341614,0.0,125.39627329192402
151,PA1,PASSED,25.3,129.5,145.0,150.8,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.767080745341614,0.0,125.39627329192402
152,PA1,PASSED,25.5,129.7,145.2,151.0,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.76483001635887,0.0,125.39402256294127
153,PA1,PASSED,25.7,129.9,145.4,151.2,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.757481672706928,0.0,125.38667421928932
154,PA1,PASSED,25.9,130.1,145.6,151.4,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.753169167447091,0.0,125.38236171402949
155,PA2,PASSED,26.0,29.0,31.9,38.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
156,PA1,PASSED,26.1,130.3,145.8,151.6,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.751769440391113,0.0,125.38096198697352
157,PA1,PASSED,26.3,130.5,146.0,151.8,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.753183035875205,0.0,125.3823755824576
158,PA1,PASSED,26.5,130.7,146.2,152.0,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.757331632152754,0.0,125.38652417873516
159,PA1,PASSED,26.7,130.9,146.4,152.2,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.764156039770629,0.0,125.39334858635303
160,PA1,PASSED,26.9,131.1,146.6,152.4,3.329192546583851,100.79999999999855,15.499999999999998,0.0,5.77361459062646,0.0,125.40280713720885
161,PA2,PASSED,27.0,30.0,32.9,39.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
162,PA1,PASSED,27.1,143.9,159.4,165.2,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.767080745341614,0.0,137.9962732919233
163,PA1,PASSED,27.3,144.1,159.6,165.4,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.767080745341614,0.0,137.9962732919233
164,PA1,PASSED,27.5,144.3,159.8,165.6,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.767080745341614,0.0,137.9962732919233
165,PA1,PASSED,27.7,144.5,160.0,165.8,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.767080745341614,0.0,137.9962732919233
166,PA1,PASSED,27.9,144.7,160.2,166.0,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.767080745341614,0.0,137.9962732919233
167,PA2,PASSED,28.0,31.0,33.9,40.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.027950310559007,0.0,11.767080745341616
168,PA1,PASSED,28.1,144.9,160.4,166.2,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.767080745341614,0.0,137.9962732919233
169,PA1,PASSED,28.3,145.1,160.6,166.4,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.767080745341614,0.0,137.9962732919233
170,PA1,PASSED,28.5,145.3,160.8,166.6,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.76483001635887,0.0,137.99402256294056
171,PA1,PASSED,28.7,145.5,161.0,166.8,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.757481672706928,0.0,137.9866742192886
172,PA1,PASSED,28.9,145.7,161.2,167.0,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.753169167447091,0.0,137.98236171402877
173,PA2,PASSED,29.0,32.0,34.9,41.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.017246687100602,0.0,11.756377121883212
174,PA1,PASSED,29.1,145.9,161.4,167.2,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.751769440391113,0.0,137.9809619869728
175,PA1,PASSED,29.3,146.1,161.6,167.4,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.753183035875205,0.0,137.98237558245688
176,PA1,PASSED,29.5,146.3,161.8,167.6,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.757331632152754,0.0,137.98652417873444
177,PA1,PASSED,29.7,146.5,162.0,167.8,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.764156039770629,0.0,137.9933485863523
178,PA1,PASSED,29.9,146.7,162.2,168.0,3.329192546583851,113.39999999999783,15.499999999999998,0.0,5.77361459062646,0.0,138.00280713720815
179,PA2,PASSED,30.0,33.0,35.9,42.0,2.9130434782608696,0.0,2.826086956521739,0.0,6.024689063525058,0.0,11.763819498307665
180,PA1,PASSED,30.1,159.5,175.0,180.8,3.329192546583851,125.99999999999712,15.499999999999998,0.0,5.767080745341614,0.0,150.59627329192259
181,PA1,PASSED,30.3,159.7,175.2,181.0,3.329192546583851,125.99999999999712,15.499999999999998,0.0,5.767080745341614,0.0,150.59627329192259
182,PA1,PASSED,30.5,159.9,175.4,181.2,3.329192546583851,125.99999999999712,15.499999999999998,0.0,5.767080745341614,0.0,150.59627329192259
183,PA1,PASSED,30.7,160.1,175.6,181.4,3.329192546583851,125.99999999999712,15.499999999999998,0.0,5.767080745341614,0.0,150.59627329192259
184,PA1,PASSED,30.9,160.3,175.8,181.6,3.329192546583851,125.99999999999712,15.499999999999998,0.0,5.767080745341614,0.0,150.59627329192259
185,PA2,PASSED,31.0,34.0,36.9,43.1,2.9130434782608696,0.0,2.826086956521739,0.0,6.106479171997104,0.0,11.845609606779712
