index,type,position,t_enter_SA1,t_enter_PW,t_enter_SA3,t_exit_system,t_SA1_basic,t_SA1_add,t_PW_basic,t_SA2_add,t_SA3_basic,t_SA3_add,total_time
41,PA2,PASSED,6.9,9.9,12.8,19.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
42,PA1,PASSED,7.3,21.3,36.8,42.9,3.329192546583851,10.599999999999978,15.499999999999998,0.0,6.014606472459914,0.0,35.44379901904374
43,PA2,PASSED,7.3,10.3,13.2,19.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
44,PA1,PASSED,7.6,21.6,37.1,43.2,3.329192546583851,10.599999999999978,15.499999999999998,0.0,6.054490101346278,0.0,35.4836826479301
45,PA2,PASSED,7.6,10.6,13.5,19.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
46,PA1,PASSED,7.9,21.9,37.4,43.6,3.329192546583851,10.599999999999978,15.499999999999998,0.0,6.144180860580524,0.0,35.57337340716435
47,PA2,PASSED,7.9,10.9,13.8,20.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
48,PA1,PASSED,8.3,22.3,37.8,44.0,3.329192546583851,10.599999999999978,15.499999999999998,0.0,6.144180860580524,0.0,35.57337340716435
49,PA2,PASSED,8.3,11.3,14.2,20.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
50,PA1,PASSED,8.6,22.6,38.1,44.3,3.329192546583851,10.599999999999978,15.499999999999998,0.0,6.194297626422116,0.0,35.62349017300594
51,PA2,PASSED,8.6,11.6,14.5,20.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
52,PA1,PASSED,8.9,22.9,38.4,44.8,3.329192546583851,10.599999999999978,15.499999999999998,0.0,6.30598363874442,0.0,35.73517618532825
53,PA2,PASSED,8.9,11.9,14.8,21.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
54,PA1,PASSED,9.3,23.3,38.8,45.2,3.329192546583851,10.599999999999978,15.499999999999998,0.0,6.30598363874442,0.0,35.73517618532825
55,PA2,PASSED,9.3,12.3,15.2,21.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
56,PA1,PASSED,9.6,23.6,39.1,45.5,3.329192546583851,10.599999999999978,15.499999999999998,0.0,6.367976390989625,0.0,35.79716893757345
57,PA2,PASSED,9.6,12.6,15.5,21.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
58,PA1,PASSED,9.9,23.9,39.4,46.0,3.329192546583851,10.599999999999978,15.499999999999998,0.0,6.505487627210989,0.0,35.93468017379482
59,PA2,PASSED,9.9,12.9,15.8,22.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
60,PA1,PASSED,10.3,34.9,50.4,56.3,3.329192546583851,21.20000000000003,15.499999999999998,0.0,5.860048370550327,0.0,45.8892409171342
61,PA2,PASSED,10.3,13.3,16.2,22.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
62,PA1,PASSED,10.6,35.2,50.7,56.6,3.329192546583851,21.20000000000003,15.499999999999998,0.0,5.885288880817988,0.0,45.91448142740187
63,PA2,PASSED,10.6,13.6,16.5,22.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
64,PA1,PASSED,10.9,35.5,51.0,57.0,3.329192546583851,21.20000000000003,15.499999999999998,0.0,5.913285981367036,0.0,45.94247852795091
65,PA2,PASSED,10.9,13.9,16.8,23.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
66,PA1,PASSED,11.3,35.9,51.4,57.4,3.329192546583851,21.20000000000003,15.499999999999998,0.0,5.944111719909817,0.0,45.9733042664937
67,PA2,PASSED,11.3,14.3,17.2,23.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
68,PA1,PASSED,11.6,36.2,51.7,57.7,3.329192546583851,21.20000000000003,15.499999999999998,0.0,5.97785189753901,0.0,46.00704444412289
69,PA2,PASSED,11.6,14.6,17.5,23.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
70,PA1,PASSED,11.9,36.5,52.0,58.1,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.014606472459914,0.0,46.04379901904379
71,PA2,PASSED,11.9,14.9,17.8,24.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
72,PA1,PASSED,12.3,36.9,52.4,58.5,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.054490101346278,0.0,46.08368264793016
73,PA2,PASSED,12.3,15.3,18.2,24.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
74,PA1,PASSED,12.6,37.2,52.7,58.8,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.097632819212057,0.0,46.12682536579594
75,PA2,PASSED,12.6,15.6,18.5,24.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
76,PA1,PASSED,12.9,37.5,53.0,59.2,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.144180860580524,0.0,46.173373407164405
77,PA2,PASSED,12.9,15.9,18.8,25.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
78,PA1,PASSED,13.3,37.9,53.4,59.6,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.194297626422116,0.0,46.223490173006
79,PA2,PASSED,13.3,16.3,19.2,25.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.106479171997104,0.0,11.910891726100235
80,PA1,PASSED,13.6,38.2,53.7,60.0,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.248164802834523,0.0,46.2773573494184
81,PA2,PASSED,13.6,16.6,19.5,25.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.131615580312284,0.0,11.936028134415416
82,PA1,PASSED,13.9,38.5,54.0,60.4,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.30598363874442,0.0,46.3351761853283
83,PA2,PASSED,13.9,16.9,19.8,26.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
84,PA1,PASSED,14.3,38.9,54.4,60.8,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.367976390989625,0.0,46.397168937573504
85,PA2,PASSED,14.3,17.3,20.2,26.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.190979162784613,0.0,11.995391716887745
86,PA1,PASSED,14.6,39.2,54.7,61.2,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.434387945936557,0.0,46.463580492520435
87,PA2,PASSED,14.6,17.6,20.5,26.8,2.9130434782608696,0.0,2.8913690758422628,0.0,6.225351972611769,0.0,12.029764526714901
88,PA1,PASSED,14.9,39.5,55.0,61.6,3.329192546583851,21.20000000000003,15.499999999999998,0.0,6.505487627210989,0.0,46.53468017379487
89,PA2,PASSED,14.9,17.9,20.8,27.1,2.9130434782608696,0.0,2.8913690758422628,0.0,6.262974581639389,0.0,12.067387135742521
90,PA1,PASSED,15.3,50.5,66.0,71.9,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
91,PA2,PASSED,15.3,18.3,21.2,27.6,2.9130434782608696,0.0,2.8913690758422628,0.0,6.3039584501128365,0.0,12.108371004215968
92,PA1,PASSED,15.6,50.8,66.3,72.2,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
93,PA2,PASSED,15.6,18.6,21.5,27.9,2.9130434782608696,0.0,2.8913690758422628,0.0,6.348431428076536,0.0,12.152843982179668
94,PA1,PASSED,15.9,51.1,66.6,72.5,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
95,PA2,PASSED,15.9,18.9,21.8,28.2,2.9130434782608696,0.0,2.8913690758422628,0.0,6.396538513477555,0.0,12.200951067580688
96,PA1,PASSED,16.3,51.5,67.0,72.9,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
97,PA2,PASSED,16.3,19.3,22.2,28.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.448442767825407,0.0,12.25285532192854
98,PA1,PASSED,16.6,51.8,67.3,73.2,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
99,PA2,PASSED,16.6,19.6,22.5,29.1,2.9130434782608696,0.0,2.8913690758422628,0.0,6.504326394393976,0.0,12.308738948497108
100,PA1,PASSED,16.9,52.1,67.6,73.5,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
101,PA2,PASSED,16.9,19.9,22.8,29.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.564391985626441,0.0,12.368804539729574
102,PA1,PASSED,17.3,52.5,68.0,73.9,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
103,PA2,PASSED,17.3,20.3,23.2,29.9,2.9130434782608696,0.0,2.8913690758422628,0.0,6.628863947860216,0.0,12.433276501963348
104,PA1,PASSED,17.6,52.8,68.3,74.2,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
105,PA2,PASSED,17.6,20.6,23.5,30.2,2.9130434782608696,0.0,2.8913690758422628,0.0,6.6979901126925405,0.0,12.502402666795673
106,PA1,PASSED,17.9,53.1,68.6,74.5,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
107,PA2,PASSED,17.9,20.9,23.8,30.6,2.9130434782608696,0.0,2.8913690758422628,0.0,6.77204354519501,0.0,12.576456099298142
108,PA1,PASSED,18.3,53.5,69.0,74.9,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
109,PA2,PASSED,18.3,21.3,24.2,31.1,2.9130434782608696,0.0,2.8913690758422628,0.0,6.851324559657186,0.0,12.655737113760319
110,PA1,PASSED,18.6,53.8,69.3,75.2,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
111,PA2,PASSED,18.6,21.6,24.5,31.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.851324559657186,0.0,12.655737113760319
112,PA1,PASSED,18.9,54.1,69.6,75.5,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
113,PA2,PASSED,18.9,21.9,24.8,31.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.851324559657186,0.0,12.655737113760319
114,PA1,PASSED,19.3,54.5,70.0,75.9,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
115,PA2,PASSED,19.3,22.3,25.2,32.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.77204354519501,0.0,12.576456099298142
116,PA1,PASSED,19.6,54.8,70.3,76.2,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
117,PA2,PASSED,19.6,22.6,25.5,32.2,2.9130434782608696,0.0,2.8913690758422628,0.0,6.6979901126925405,0.0,12.502402666795673
118,PA1,PASSED,19.9,55.1,70.6,76.5,3.329192546583851,31.800000000000182,15.499999999999998,0.0,5.860048370550327,0.0,56.48924091713435
119,PA2,PASSED,19.9,22.9,25.8,32.5,2.9130434782608696,0.0,2.8913690758422628,0.0,6.628863947860216,0.0,12.433276501963348
120,PA1,PASSED,20.3,66.1,81.6,87.4,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.767080745341614,0.0,66.9962732919258
121,PA2,PASSED,20.3,23.3,26.2,32.9,2.9130434782608696,0.0,2.8913690758422628,0.0,6.628863947860216,0.0,12.433276501963348
122,PA1,PASSED,20.6,66.4,81.9,87.7,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.767080745341614,0.0,66.9962732919258
123,PA2,PASSED,20.6,23.6,26.5,33.1,2.9130434782608696,0.0,2.8913690758422628,0.0,6.564391985626441,0.0,12.368804539729574
124,PA1,PASSED,20.9,66.7,82.2,88.0,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.767080745341614,0.0,66.9962732919258
125,PA2,PASSED,20.9,23.9,26.8,33.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.564391985626441,0.0,12.368804539729574
126,PA1,PASSED,21.3,67.1,82.6,88.4,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.767080745341614,0.0,66.9962732919258
127,PA2,PASSED,21.3,24.3,27.2,33.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.448442767825407,0.0,12.25285532192854
128,PA1,PASSED,21.6,67.4,82.9,88.7,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.767080745341614,0.0,66.9962732919258
129,PA2,PASSED,21.6,24.6,27.5,34.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.448442767825407,0.0,12.25285532192854
130,PA1,PASSED,21.9,67.7,83.2,89.0,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.767080745341614,0.0,66.9962732919258
131,PA2,PASSED,21.9,24.9,27.8,34.2,2.9130434782608696,0.0,2.8913690758422628,0.0,6.396538513477555,0.0,12.200951067580688
132,PA1,PASSED,22.3,68.1,83.6,89.4,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.767080745341614,0.0,66.9962732919258
133,PA2,PASSED,22.3,25.3,28.2,34.6,2.9130434782608696,0.0,2.8913690758422628,0.0,6.348431428076536,0.0,12.152843982179668
134,PA1,PASSED,22.6,68.4,83.9,89.7,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.76483001635887,0.0,66.99402256294306
135,PA2,PASSED,22.6,25.6,28.5,34.9,2.9130434782608696,0.0,2.8913690758422628,0.0,6.3039584501128365,0.0,12.108371004215968
136,PA1,PASSED,22.9,68.7,84.2,90.0,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.757481672706928,0.0,66.9866742192911
137,PA2,PASSED,22.9,25.9,28.8,35.1,2.9130434782608696,0.0,2.8913690758422628,0.0,6.262974581639389,0.0,12.067387135742521
138,PA1,PASSED,23.3,69.1,84.6,90.4,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.753169167447091,0.0,66.98236171403127
139,PA2,PASSED,23.3,26.3,29.2,35.5,2.9130434782608696,0.0,2.8913690758422628,0.0,6.225351972611769,0.0,12.029764526714901
140,PA1,PASSED,23.6,69.4,84.9,90.7,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.751769440391113,0.0,66.9809619869753
141,PA2,PASSED,23.6,26.6,29.5,35.8,2.9130434782608696,0.0,2.8913690758422628,0.0,6.225351972611769,0.0,12.029764526714901
142,PA1,PASSED,23.9,69.7,85.2,91.0,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.753183035875205,0.0,66.98237558245938
143,PA2,PASSED,23.9,26.9,29.8,36.1,2.9130434782608696,0.0,2.8913690758422628,0.0,6.225351972611769,0.0,12.029764526714901
144,PA1,PASSED,24.3,70.1,85.6,91.4,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.757331632152754,0.0,66.98652417873694
145,PA2,PASSED,24.3,27.3,30.2,36.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.190979162784613,0.0,11.995391716887745
146,PA1,PASSED,24.6,70.4,85.9,91.7,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.764156039770629,0.0,66.99334858635481
147,PA2,PASSED,24.6,27.6,30.5,36.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
148,PA1,PASSED,24.9,70.7,86.2,92.0,3.329192546583851,42.40000000000033,15.499999999999998,0.0,5.77361459062646,0.0,67.00280713721064
149,PA2,PASSED,24.9,27.9,30.8,37.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
150,PA1,PASSED,25.3,81.7,97.2,103.0,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.767080745341614,0.0,77.59627329192594
151,PA2,PASSED,25.3,28.3,31.2,37.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
152,PA1,PASSED,25.6,82.0,97.5,103.3,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.767080745341614,0.0,77.59627329192594
153,PA2,PASSED,25.6,28.6,31.5,37.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
154,PA1,PASSED,25.9,82.3,97.8,103.6,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.767080745341614,0.0,77.59627329192594
155,PA2,PASSED,25.9,28.9,31.8,38.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
156,PA1,PASSED,26.3,82.7,98.2,104.0,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.767080745341614,0.0,77.59627329192594
157,PA2,PASSED,26.3,29.3,32.2,38.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
158,PA1,PASSED,26.6,83.0,98.5,104.3,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.767080745341614,0.0,77.59627329192594
159,PA2,PASSED,26.6,29.6,32.5,38.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
160,PA1,PASSED,26.9,83.3,98.8,104.6,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.767080745341614,0.0,77.59627329192594
161,PA2,PASSED,26.9,29.9,32.8,39.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
162,PA1,PASSED,27.3,83.7,99.2,105.0,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.767080745341614,0.0,77.59627329192594
163,PA2,PASSED,27.3,30.3,33.2,39.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.131615580312284,0.0,11.936028134415416
164,PA1,PASSED,27.6,84.0,99.5,105.3,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.76483001635887,0.0,77.5940225629432
165,PA2,PASSED,27.6,30.6,33.5,39.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.131615580312284,0.0,11.936028134415416
166,PA1,PASSED,27.9,84.3,99.8,105.6,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.757481672706928,0.0,77.58667421929125
167,PA2,PASSED,27.9,30.9,33.8,40.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.131615580312284,0.0,11.936028134415416
168,PA1,PASSED,28.3,84.7,100.2,106.0,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.753169167447091,0.0,77.58236171403142
169,PA2,PASSED,28.3,31.3,34.2,40.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.131615580312284,0.0,11.936028134415416
170,PA1,PASSED,28.6,85.0,100.5,106.3,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.751769440391113,0.0,77.58096198697544
171,PA2,PASSED,28.6,31.6,34.5,40.7,2.9130434782608696,0.0,2.8913690758422628,0.0,6.131615580312284,0.0,11.936028134415416
172,PA1,PASSED,28.9,85.3,100.8,106.6,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.753183035875205,0.0,77.58237558245953
173,PA2,PASSED,28.9,31.9,34.8,41.0,2.9130434782608696,0.0,2.8913690758422628,0.0,6.131615580312284,0.0,11.936028134415416
174,PA1,PASSED,29.3,85.7,101.2,107.0,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.757331632152754,0.0,77.58652417873708
175,PA2,PASSED,29.3,32.3,35.2,41.4,2.9130434782608696,0.0,2.8913690758422628,0.0,6.159760478062799,0.0,11.964173032165931
176,PA1,PASSED,29.6,86.0,101.5,107.3,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.764156039770629,0.0,77.59334858635496
177,PA2,PASSED,29.6,32.6,35.5,41.8,2.9130434782608696,0.0,2.8913690758422628,0.0,6.225351972611769,0.0,12.029764526714901
178,PA1,PASSED,29.9,86.3,101.8,107.6,3.329192546583851,53.00000000000048,15.499999999999998,0.0,5.77361459062646,0.0,77.60280713721079
179,PA2,PASSED,29.9,32.9,35.8,42.1,2.9130434782608696,0.0,2.8913690758422628,0.0,6.225351972611769,0.0,12.029764526714901
180,PA1,PASSED,30.3,97.3,112.8,118.6,3.329192546583851,63.600000000000634,15.499999999999998,0.0,5.767080745341614,0.0,88.1962732919261
181,PA2,PASSED,30.3,33.3,36.2,42.5,2.9130434782608696,0.0,2.8913690758422628,0.0,6.262974581639389,0.0,12.067387135742521
182,PA1,PASSED,30.6,97.6,113.1,118.9,3.329192546583851,63.600000000000634,15.499999999999998,0.0,5.767080745341614,0.0,88.1962732919261
183,PA2,PASSED,30.6,33.6,36.5,42.9,2.9130434782608696,0.0,2.8913690758422628,0.0,6.3039584501128365,0.0,12.108371004215968
184,PA1,PASSED,30.9,97.9,113.4,119.2,3.329192546583851,63.600000000000634,15.499999999999998,0.0,5.767080745341614,0.0,88.1962732919261
185,PA2,PASSED,30.9,33.9,36.8,43.2,2.9130434782608696,0.0,2.8913690758422628,0.0,6.3039584501128365,0.0,12.108371004215968
186,PA1,PASSED,31.3,98.3,113.8,119.6,3.329192546583851,63.600000000000634,15.499999999999998,0.0,5.767080745341614,0.0,88.1962732919261
