T,D_SA1,D_PW1,D_PW2,D_SA3,D_pass,K_PW2,K_SA3,queue_PW1
15.1,39,15,9,18,9,0.8823529411764707,0.8256880733944953,20
15.2,39,15,8,19,9,0.7843137254901962,0.8715596330275229,20
15.3,40,15,9,18,10,0.8823529411764707,0.8256880733944953,21
15.4,40,15,9,18,10,0.8823529411764707,0.8256880733944953,21
15.5,40,15,8,19,10,0.7843137254901962,0.8715596330275229,21
15.6,41,15,9,18,11,0.8823529411764707,0.8256880733944953,21
15.7,41,15,9,18,11,0.8823529411764707,0.8256880733944953,22
15.8,41,15,8,19,11,0.7843137254901962,0.8715596330275229,22
15.9,42,15,9,18,12,0.8823529411764707,0.8256880733944953,22
16.0,42,15,9,18,12,0.8823529411764707,0.8256880733944953,23
16.1,42,15,9,18,12,0.8823529411764707,0.8256880733944953,23
16.2,42,15,8,19,12,0.7843137254901962,0.8715596330275229,23
16.3,43,15,9,18,13,0.8823529411764707,0.8256880733944953,24
16.4,43,15,9,18,13,0.8823529411764707,0.8256880733944953,24
16.5,43,15,8,19,13,0.7843137254901962,0.8715596330275229,24
16.6,44,15,9,18,14,0.8823529411764707,0.8256880733944953,24
16.7,44,15,9,18,14,0.8823529411764707,0.8256880733944953,25
16.8,44,15,8,19,14,0.7843137254901962,0.8715596330275229,25
16.9,45,15,9,18,15,0.8823529411764707,0.8256880733944953,25
17.0,45,15,9,18,15,0.8823529411764707,0.8256880733944953,26
17.1,45,15,9,18,15,0.8823529411764707,0.8256880733944953,26
17.2,45,15,8,19,15,0.7843137254901962,0.8715596330275229,26
17.3,46,15,9,18,16,0.8823529411764707,0.8256880733944953,27
17.4,46,15,9,18,16,0.8823529411764707,0.8256880733944953,27
17.5,46,15,8,19,16,0.7843137254901962,0.8715596330275229,27
17.6,47,15,9,18,17,0.8823529411764707,0.8256880733944953,27
17.7,47,15,9,18,17,0.8823529411764707,0.8256880733944953,28
17.8,47,15,8,19,17,0.7843137254901962,0.8715596330275229,28
17.9,48,15,9,18,18,0.8823529411764707,0.8256880733944953,28
18.0,48,15,9,18,18,0.8823529411764707,0.8256880733944953,29
18.1,48,15,9,18,18,0.8823529411764707,0.8256880733944953,29
18.2,48,15,8,19,18,0.7843137254901962,0.8715596330275229,29
18.3,49,15,9,19,18,0.8823529411764707,0.8715596330275229,30
18.4,49,15,9,18,19,0.8823529411764707,0.8256880733944953,30
18.5,49,15,8,19,19,0.7843137254901962,0.8715596330275229,30
18.6,50,15,9,19,19,0.8823529411764707,0.8715596330275229,30
18.7,50,15,9,18,20,0.8823529411764707,0.8256880733944953,31
18.8,50,15,8,19,20,0.7843137254901962,0.8715596330275229,31
18.9,51,15,9,19,20,0.8823529411764707,0.8715596330275229,31
19.0,51,15,9,18,21,0.8823529411764707,0.8256880733944953,32
19.1,51,15,9,18,21,0.8823529411764707,0.8256880733944953,32
19.2,51,14,8,20,21,0.7843137254901962,0.9174311926605504,32
19.3,51,15,9,20,21,0.8823529411764707,0.9174311926605504,32
19.4,51,15,9,19,22,0.8823529411764707,0.8715596330275229,32
19.5,51,14,8,21,22,0.7843137254901962,0.963302752293578,32
19.6,51,15,9,21,22,0.8823529411764707,0.963302752293578,31
19.7,51,15,9,20,23,0.8823529411764707,0.9174311926605504,32
19.8,51,14,8,22,23,0.7843137254901962,1.0091743119266054,32
19.9,51,15,9,22,23,0.8823529411764707,1.0091743119266054,31
20.0,51,15,9,21,24,0.8823529411764707,0.963302752293578,32
20.1,51,15,9,21,24,0.8823529411764707,0.963302752293578,32
20.2,51,14,8,23,24,0.7843137254901962,1.055045871559633,32
20.3,51,15,9,23,24,0.8823529411764707,1.055045871559633,32
20.4,51,15,9,22,25,0.8823529411764707,1.0091743119266054,32
20.5,51,14,8,24,25,0.7843137254901962,1.1009174311926606,32
20.6,51,15,9,24,25,0.8823529411764707,1.1009174311926606,31
20.7,51,15,9,23,26,0.8823529411764707,1.055045871559633,32
20.8,51,14,8,25,26,0.7843137254901962,1.146788990825688,32
20.9,51,15,9,25,26,0.8823529411764707,1.146788990825688,31
21.0,51,15,9,24,27,0.8823529411764707,1.1009174311926606,32
21.1,51,15,9,24,27,0.8823529411764707,1.1009174311926606,32
21.2,51,14,8,26,27,0.7843137254901962,1.1926605504587156,32
21.3,51,15,9,26,27,0.8823529411764707,1.1926605504587156,32
21.4,51,15,9,25,28,0.8823529411764707,1.146788990825688,32
21.5,51,14,8,27,28,0.7843137254901962,1.238532110091743,32
21.6,51,15,9,27,28,0.8823529411764707,1.238532110091743,31
21.7,51,15,9,26,29,0.8823529411764707,1.1926605504587156,32
21.8,51,14,8,28,29,0.7843137254901962,1.2844036697247705,32
21.9,51,15,9,28,29,0.8823529411764707,1.2844036697247705,31
22.0,51,15,9,27,30,0.8823529411764707,1.238532110091743,32
22.1,51,15,9,27,30,0.8823529411764707,1.238532110091743,32
22.2,51,14,8,29,30,0.7843137254901962,1.3302752293577982,32
22.3,51,15,9,29,30,0.8823529411764707,1.3302752293577982,32
22.4,51,15,9,28,31,0.8823529411764707,1.2844036697247705,32
22.5,51,14,8,30,31,0.7843137254901962,1.3761467889908257,32
22.6,51,15,9,30,31,0.8823529411764707,1.3761467889908257,31
22.7,51,15,9,29,32,0.8823529411764707,1.3302752293577982,32
22.8,51,14,8,31,32,0.7843137254901962,1.4220183486238531,32
22.9,51,15,9,31,32,0.8823529411764707,1.4220183486238531,31
23.0,51,15,9,30,33,0.8823529411764707,1.3761467889908257,32
23.1,51,15,9,30,33,0.8823529411764707,1.3761467889908257,32
23.2,51,14,8,32,33,0.7843137254901962,1.4678899082568806,32
23.3,51,15,9,32,33,0.8823529411764707,1.4678899082568806,32
23.4,51,15,9,31,34,0.8823529411764707,1.4220183486238531,32
23.5,51,14,8,33,34,0.7843137254901962,1.5137614678899083,32
23.6,51,15,9,33,34,0.8823529411764707,1.5137614678899083,31
23.7,51,15,9,32,35,0.8823529411764707,1.4678899082568806,32
23.8,51,14,8,34,35,0.7843137254901962,1.5596330275229358,32
23.9,51,15,9,34,35,0.8823529411764707,1.5596330275229358,31
24.0,51,15,9,33,36,0.8823529411764707,1.5137614678899083,32
24.1,51,15,9,33,36,0.8823529411764707,1.5137614678899083,32
24.2,51,15,8,34,36,0.7843137254901962,1.5596330275229358,32
24.3,52,15,9,34,36,0.8823529411764707,1.5596330275229358,33
24.4,52,15,9,33,37,0.8823529411764707,1.5137614678899083,33
24.5,52,15,8,34,37,0.7843137254901962,1.5596330275229358,33
24.6,53,15,9,34,37,0.8823529411764707,1.5596330275229358,33
24.7,53,15,9,33,38,0.8823529411764707,1.5137614678899083,34
24.8,53,15,8,34,38,0.7843137254901962,1.5596330275229358,34
24.9,54,15,9,34,38,0.8823529411764707,1.5596330275229358,34
25.0,54,15,9,33,39,0.8823529411764707,1.5137614678899083,35
25.1,54,15,9,32,40,0.8823529411764707,1.4678899082568806,35
25.2,54,15,8,33,40,0.7843137254901962,1.5137614678899083,35
25.3,55,15,9,33,40,0.8823529411764707,1.5137614678899083,36
25.4,55,15,9,31,42,0.8823529411764707,1.4220183486238531,36
25.5,55,15,8,32,42,0.7843137254901962,1.4678899082568806,36
25.6,56,15,9,32,42,0.8823529411764707,1.4678899082568806,36
25.7,56,15,9,30,44,0.8823529411764707,1.3761467889908257,37
25.8,56,15,8,31,44,0.7843137254901962,1.4220183486238531,37
25.9,57,15,9,31,44,0.8823529411764707,1.4220183486238531,37
26.0,57,15,9,30,45,0.8823529411764707,1.3761467889908257,38
26.1,57,15,9,30,45,0.8823529411764707,1.3761467889908257,38
26.2,57,15,8,30,46,0.7843137254901962,1.3761467889908257,38
26.3,58,15,9,30,46,0.8823529411764707,1.3761467889908257,39
26.4,58,15,9,29,47,0.8823529411764707,1.3302752293577982,39
26.5,58,15,8,29,48,0.7843137254901962,1.3302752293577982,39
26.6,59,15,9,29,48,0.8823529411764707,1.3302752293577982,39
26.7,59,15,9,29,48,0.8823529411764707,1.3302752293577982,40
26.8,59,15,8,28,50,0.7843137254901962,1.2844036697247705,40
26.9,60,15,9,28,50,0.8823529411764707,1.2844036697247705,40
27.0,60,15,9,28,50,0.8823529411764707,1.2844036697247705,41
27.1,60,15,9,27,51,0.8823529411764707,1.238532110091743,41
27.2,60,15,8,28,51,0.7843137254901962,1.2844036697247705,41
27.3,61,15,9,27,52,0.8823529411764707,1.238532110091743,42
27.4,61,15,9,27,52,0.8823529411764707,1.238532110091743,42
27.5,61,15,8,28,52,0.7843137254901962,1.2844036697247705,42
27.6,62,15,9,26,54,0.8823529411764707,1.1926605504587156,42
27.7,62,15,9,26,54,0.8823529411764707,1.1926605504587156,43
27.8,62,15,8,27,54,0.7843137254901962,1.238532110091743,43
27.9,63,15,9,25,56,0.8823529411764707,1.146788990825688,43
28.0,63,15,9,25,56,0.8823529411764707,1.146788990825688,44
28.1,63,15,9,25,56,0.8823529411764707,1.146788990825688,44
28.2,63,15,8,25,57,0.7843137254901962,1.146788990825688,44
28.3,64,15,9,25,57,0.8823529411764707,1.146788990825688,45
28.4,64,15,9,24,58,0.8823529411764707,1.1009174311926606,45
28.5,64,15,8,25,58,0.7843137254901962,1.146788990825688,45
28.6,65,15,9,25,58,0.8823529411764707,1.146788990825688,45
28.7,65,15,9,23,60,0.8823529411764707,1.055045871559633,46
28.8,65,15,8,24,60,0.7843137254901962,1.1009174311926606,46
28.9,66,15,9,24,60,0.8823529411764707,1.1009174311926606,46
29.0,66,15,9,24,60,0.8823529411764707,1.1009174311926606,47
29.1,66,15,9,22,62,0.8823529411764707,1.0091743119266054,47
29.2,66,15,8,23,62,0.7843137254901962,1.055045871559633,47
29.3,67,15,9,23,62,0.8823529411764707,1.055045871559633,48
29.4,67,15,9,22,63,0.8823529411764707,1.0091743119266054,48
29.5,67,15,8,23,63,0.7843137254901962,1.055045871559633,48
29.6,68,15,9,22,64,0.8823529411764707,1.0091743119266054,48
29.7,68,15,9,22,64,0.8823529411764707,1.0091743119266054,49
29.8,68,15,8,23,64,0.7843137254901962,1.055045871559633,49
29.9,69,15,9,21,66,0.8823529411764707,0.963302752293578,49
30.0,69,15,9,21,66,0.8823529411764707,0.963302752293578,50
30.1,69,15,9,21,66,0.8823529411764707,0.963302752293578,50
30.2,69,15,8,21,67,0.7843137254901962,0.963302752293578,50
30.3,70,15,9,20,68,0.8823529411764707,0.9174311926605504,51
30.4,70,15,9,20,68,0.8823529411764707,0.9174311926605504,51
30.5,70,15,8,21,68,0.7843137254901962,0.963302752293578,51
30.6,71,15,9,20,69,0.8823529411764707,0.9174311926605504,51
30.7,71,15,9,20,69,0.8823529411764707,0.9174311926605504,52
30.8,71,15,8,21,69,0.7843137254901962,0.963302752293578,52
30.9,72,15,9,21,69,0.8823529411764707,0.963302752293578,52
31.0,72,15,9,21,69,0.8823529411764707,0.963302752293578,53
31.1,72,15,9,20,70,0.8823529411764707,0.9174311926605504,53
31.2,72,15,8,21,70,0.7843137254901962,0.963302752293578,53
31.3,73,15,9,21,70,0.8823529411764707,0.963302752293578,54
31.4,73,15,9,20,71,0.8823529411764707,0.9174311926605504,54
31.5,73,15,8,21,71,0.7843137254901962,0.963302752293578,54
31.6,74,15,9,21,71,0.8823529411764707,0.963302752293578,54
31.7,74,15,9,20,72,0.8823529411764707,0.9174311926605504,55
31.8,74,15,8,21,72,0.7843137254901962,0.963302752293578,55
31.9,75,15,9,21,72,0.8823529411764707,0.963302752293578,55
32.0,75,15,9,20,73,0.8823529411764707,0.9174311926605504,56
32.1,75,15,9,20,73,0.8823529411764707,0.9174311926605504,56
32.2,75,15,8,20,74,0.7843137254901962,0.9174311926605504,56
32.3,76,15,9,20,74,0.8823529411764707,0.9174311926605504,57
32.4,76,15,9,20,74,0.8823529411764707,0.9174311926605504,57
32.5,76,15,8,20,75,0.7843137254901962,0.9174311926605504,57
32.6,77,15,9,20,75,0.8823529411764707,0.9174311926605504,57
32.7,77,15,9,20,75,0.8823529411764707,0.9174311926605504,58
32.8,77,15,8,21,75,0.7843137254901962,0.963302752293578,58
32.9,78,15,9,20,76,0.8823529411764707,0.9174311926605504,58
33.0,78,15,9,20,76,0.8823529411764707,0.9174311926605504,59
33.1,78,15,9,19,77,0.8823529411764707,0.8715596330275229,59
33.2,78,15,8,20,77,0.7843137254901962,0.9174311926605504,59
33.3,79,15,9,20,77,0.8823529411764707,0.9174311926605504,60
33.4,79,15,9,19,78,0.8823529411764707,0.8715596330275229,60
33.5,79,15,8,20,78,0.7843137254901962,0.9174311926605504,60
33.6,80,15,9,20,78,0.8823529411764707,0.9174311926605504,60
33.7,80,15,9,19,79,0.8823529411764707,0.8715596330275229,61
33.8,80,15,8,20,79,0.7843137254901962,0.9174311926605504,61
33.9,81,15,9,20,79,0.8823529411764707,0.9174311926605504,61
34.0,81,15,9,19,80,0.8823529411764707,0.8715596330275229,62
34.1,81,15,9,19,80,0.8823529411764707,0.8715596330275229,62
34.2,81,15,8,19,81,0.7843137254901962,0.8715596330275229,62
34.3,82,15,9,19,81,0.8823529411764707,0.8715596330275229,63
34.4,82,15,9,19,81,0.8823529411764707,0.8715596330275229,63
34.5,82,15,8,20,81,0.7843137254901962,0.9174311926605504,63
34.6,83,15,9,19,82,0.8823529411764707,0.8715596330275229,63
34.7,83,15,9,19,82,0.8823529411764707,0.8715596330275229,64
34.8,83,14,8,21,82,0.7843137254901962,0.963302752293578,64
34.9,83,15,9,20,83,0.8823529411764707,0.9174311926605504,63
35.0,83,15,9,20,83,0.8823529411764707,0.9174311926605504,64
35.1,83,14,9,20,84,0.8823529411764707,0.9174311926605504,64
35.2,82,15,8,21,84,0.7843137254901962,0.963302752293578,63
35.3,83,15,9,21,84,0.8823529411764707,0.963302752293578,64
35.4,83,14,9,22,84,0.8823529411764707,1.0091743119266054,64
35.5,82,15,8,22,85,0.7843137254901962,1.0091743119266054,63
35.6,83,15,9,22,85,0.8823529411764707,1.0091743119266054,63
35.7,83,15,9,22,85,0.8823529411764707,1.0091743119266054,64
35.8,83,14,8,23,86,0.7843137254901962,1.055045871559633,64
35.9,83,15,9,23,86,0.8823529411764707,1.055045871559633,63
36.0,83,15,9,23,86,0.8823529411764707,1.055045871559633,64
36.1,83,14,9,23,87,0.8823529411764707,1.055045871559633,64
36.2,82,15,8,24,87,0.7843137254901962,1.1009174311926606,63
36.3,83,15,9,24,87,0.8823529411764707,1.1009174311926606,64
36.4,83,14,9,24,88,0.8823529411764707,1.1009174311926606,64
36.5,82,15,8,25,88,0.7843137254901962,1.146788990825688,63
36.6,83,15,9,25,88,0.8823529411764707,1.146788990825688,63
36.7,83,15,9,24,89,0.8823529411764707,1.1009174311926606,64
36.8,83,14,8,26,89,0.7843137254901962,1.1926605504587156,64
36.9,83,15,9,26,89,0.8823529411764707,1.1926605504587156,63
37.0,83,15,9,25,90,0.8823529411764707,1.146788990825688,64
37.1,83,14,9,26,90,0.8823529411764707,1.1926605504587156,64
37.2,82,15,8,27,90,0.7843137254901962,1.238532110091743,63
37.3,83,15,9,27,90,0.8823529411764707,1.238532110091743,64
37.4,83,14,9,27,91,0.8823529411764707,1.238532110091743,64
37.5,82,15,8,28,91,0.7843137254901962,1.2844036697247705,63
37.6,83,15,9,28,91,0.8823529411764707,1.2844036697247705,63
37.7,83,15,9,27,92,0.8823529411764707,1.238532110091743,64
37.8,83,14,8,29,92,0.7843137254901962,1.3302752293577982,64
37.9,83,15,9,29,92,0.8823529411764707,1.3302752293577982,63
38.0,83,15,9,28,93,0.8823529411764707,1.2844036697247705,64
38.1,83,14,9,29,93,0.8823529411764707,1.3302752293577982,64
38.2,82,15,8,30,93,0.7843137254901962,1.3761467889908257,63
38.3,83,15,9,30,93,0.8823529411764707,1.3761467889908257,64
38.4,83,14,9,30,94,0.8823529411764707,1.3761467889908257,64
38.5,82,15,8,31,94,0.7843137254901962,1.4220183486238531,63
38.6,83,15,9,31,94,0.8823529411764707,1.4220183486238531,63
38.7,83,15,9,30,95,0.8823529411764707,1.3761467889908257,64
38.8,83,14,8,32,95,0.7843137254901962,1.4678899082568806,64
38.9,83,15,9,32,95,0.8823529411764707,1.4678899082568806,63
39.0,83,15,9,31,96,0.8823529411764707,1.4220183486238531,64
39.1,83,14,9,32,96,0.8823529411764707,1.4678899082568806,64
39.2,82,15,8,33,96,0.7843137254901962,1.5137614678899083,63
39.3,83,15,9,33,96,0.8823529411764707,1.5137614678899083,64
39.4,83,14,9,33,97,0.8823529411764707,1.5137614678899083,64
39.5,82,15,8,34,97,0.7843137254901962,1.5596330275229358,63
39.6,83,15,9,34,97,0.8823529411764707,1.5596330275229358,63
39.7,83,15,9,33,98,0.8823529411764707,1.5137614678899083,64
39.8,83,15,8,34,98,0.7843137254901962,1.5596330275229358,64
39.9,84,15,9,34,98,0.8823529411764707,1.5596330275229358,64
40.0,84,15,9,33,99,0.8823529411764707,1.5137614678899083,65
40.1,84,15,9,33,99,0.8823529411764707,1.5137614678899083,65
40.2,84,15,8,34,99,0.7843137254901962,1.5596330275229358,65
40.3,85,15,9,34,99,0.8823529411764707,1.5596330275229358,66
40.4,85,15,9,33,100,0.8823529411764707,1.5137614678899083,66
40.5,85,15,8,34,100,0.7843137254901962,1.5596330275229358,66
40.6,86,15,9,34,100,0.8823529411764707,1.5596330275229358,66
40.7,86,15,9,32,102,0.8823529411764707,1.4678899082568806,67
40.8,86,15,8,33,102,0.7843137254901962,1.5137614678899083,67
40.9,87,15,9,33,102,0.8823529411764707,1.5137614678899083,67
41.0,87,15,9,31,104,0.8823529411764707,1.4220183486238531,68
41.1,87,15,9,31,104,0.8823529411764707,1.4220183486238531,68
41.2,87,15,8,32,104,0.7843137254901962,1.4678899082568806,68
41.3,88,15,9,32,104,0.8823529411764707,1.4678899082568806,69
41.4,88,15,9,30,106,0.8823529411764707,1.3761467889908257,69
41.5,88,15,8,31,106,0.7843137254901962,1.4220183486238531,69
41.6,89,15,9,31,106,0.8823529411764707,1.4220183486238531,69
41.7,89,15,9,31,106,0.8823529411764707,1.4220183486238531,70
41.8,89,15,8,30,108,0.7843137254901962,1.3761467889908257,70
41.9,90,15,9,30,108,0.8823529411764707,1.3761467889908257,70
42.0,90,15,9,30,108,0.8823529411764707,1.3761467889908257,71
42.1,90,15,9,28,110,0.8823529411764707,1.2844036697247705,71
42.2,90,15,8,29,110,0.7843137254901962,1.3302752293577982,71
42.3,91,15,9,29,110,0.8823529411764707,1.3302752293577982,72
