T_access_egress,t_avg_PA1,t_avg_PA2,n_PA1,n_PA2,n_total,peak_D_PW1,peak_D_SA3,peak_K_PW2,peak_K_SA3,PA1_basic_SA1,PA1_basic_PW,PA1_basic_SA3,PA1_add_SA1,PA1_add_SA2,PA1_add_SA3,PA2_basic_SA1,PA2_basic_PW,PA2_basic_SA3,PA2_add_SA1,PA2_add_SA2,PA2_add_SA3
85.19999999999943,27.452516115352694,14.831912533979391,120,240,360,31,63,1.3725490196078431,2.8899082568807337,3.329192546583845,15.499999999999998,8.623323568768843,0.0,0.0,0.0,2.9130434782608736,3.3086278375078786,8.610241218210652,0.0,0.0,0.0
