T_access_egress,t_avg_PA1,t_avg_PA2,n_PA1,n_PA2,n_total,peak_D_PW1,peak_D_SA3,peak_K_PW2,peak_K_SA3,PA1_basic_SA1,PA1_basic_PW,PA1_basic_SA3,PA1_add_SA1,PA1_add_SA2,PA1_add_SA3,PA2_basic_SA1,PA2_basic_PW,PA2_basic_SA3,PA2_add_SA1,PA2_add_SA2,PA2_add_SA3
86.69999999999935,26.785859883625868,13.501277848689929,300,59,359,78,55,0.29411764705882354,2.5229357798165135,3.329192546583842,15.499999999999996,7.9566673370420435,0.0,0.0,0.0,2.9130434782608723,2.82608695652174,7.7621474139073205,0.0,0.0,0.0
