T_access_egress,t_avg_PA1,t_avg_PA2,n_PA1,n_PA2,n_total,peak_D_PW1,peak_D_SA3,peak_K_PW2,peak_K_SA3,PA1_basic_SA1,PA1_basic_PW,PA1_basic_SA3,PA1_add_SA1,PA1_add_SA2,PA1_add_SA3,PA2_basic_SA1,PA2_basic_PW,PA2_basic_SA3,PA2_add_SA1,PA2_add_SA2,PA2_add_SA3
84.89999999999945,26.740504644233265,13.768334953403102,180,180,360,47,58,0.8823529411764707,2.6605504587155964,3.3291925465838434,15.499999999999998,7.911312097649459,0.0,0.0,0.0,2.913043478260873,2.8883761254485063,7.966915349693705,0.0,0.0,0.0
