T_access_egress,t_avg_PA1,t_avg_PA2,n_PA1,n_PA2,n_total,peak_D_PW1,peak_D_SA3,peak_K_PW2,peak_K_SA3,PA1_basic_SA1,PA1_basic_PW,PA1_basic_SA3,PA1_add_SA1,PA1_add_SA2,PA1_add_SA3,PA2_basic_SA1,PA2_basic_PW,PA2_basic_SA3,PA2_add_SA1,PA2_add_SA2,PA2_add_SA3
141.29999999999626,24.72317295764643,40.20358801587376,59,300,359,16,29,3.431372549019608,1.3302752293577982,3.329192546583849,15.499999999999998,5.8939804110625875,0.0,0.0,0.0,2.9130434782608736,13.498288540566659,6.152589330379586,17.639666666666777,0.0,0.0
