T_access_egress,t_avg_PA1,t_avg_PA2,n_PA1,n_PA2,n_total,peak_D_PW1,peak_D_SA3,peak_K_PW2,peak_K_SA3,PA1_basic_SA1,PA1_basic_PW,PA1_basic_SA3,PA1_add_SA1,PA1_add_SA2,PA1_add_SA3,PA2_basic_SA1,PA2_basic_PW,PA2_basic_SA3,PA2_add_SA1,PA2_add_SA2,PA2_add_SA3
85.49999999999942,26.69632012487887,13.523868414103077,240,120,360,62,56,0.5882352941176471,2.568807339449541,3.3291925465838426,15.499999999999998,7.867127578295065,0.0,0.0,0.0,2.913043478260873,2.808470677103233,7.802354258738976,0.0,0.0,0.0
